review,vibe
이플로네의 하루는 항상 기대를 저버리지 않습니다,
"딱히 탁월한 차슈라던가 육수, 면발 이런 특징이 없어 재방문 의사 없습니다",
심지어 츠케멘은 사진찍을 생각도 못하고 먹어버림 차슈는 추가해야 널어주나봅니다,
이가격 대의 소고기 식당이라기엔 젊은 사람들이 많이 찾는 돼지고기 구이집 같은 분위기이다,
맛도 분위기도 너무 좋아요,
면을 직접 만들어 파는 곳으로 닷지 안에서 면을 직접 만들고 우동을 제작하는 것을 볼 수있다,
2인 코스요리 먹었는데 강추함,
개인적으론 맛은 별루였는데 가게 분위기나 직원들은 좋았던 것 같네요,
"그래도 가격은 센 편이라 두 명은 거의 안 먹었는데도 3명이서 97,300원이 나왔다",
남자직원분이친절하고 고기 마시써용,
탕수육은 맛있으나 짜장면 등 기본식사류가 짜거나 아쉬운 집,
홍대에서 저렴한 가격에 훌륭한 음식,
정식은 괜찮았음 현미밥도 맛 좋음 단 김치 오징어 전은 미묘 맛의 밸런스는 꽤나 좋은데 바삭한 전을 좋아하는 사람에게는 미묘함,
고기질은 좋음,
저렴한 가격과 중간 이상의 맛을 보여줍니다,
가격에 비해서 코스 퀄리티가 좋은 편 메인이 좀 평범한 편이라 아쉬움,
가게 내부는 많이 좁구요 직원분들 친절하세요,
이 모든 부분은 구워주는 분의 미숙함이나 위생관념도 종업원마다 다를테니 문제삼고 싶지 않았습니다 그런데 결정적으로,
음식맛은 쏘쏘,
처음 시작할 때는 돈코츠 기반 라멘 위주였는데 시간이 지나면서 유행에 맞춰 메뉴가 변경되어가는 곳입니다,
맛은 엠티 고기처럼 불향나면서 속은 육즙이 찬 부드러웃 맛 끄덕2,
생각보다 싸진 않았고,
맛없음,
낡았는데 고기는 진짜맛있음,
원랜 녹두전과 평양냉면을 맛보고 싶어서 녹두전이 유명한지 여쭤보니 덜 자신있어 하시면서 냉면이 유명하다고 하시길래 녹두전은 기대에 못 미칠 것 같아 그냥 평양냉면과 만두2개를 부탁드림,
생각보다 가성비가 좋고 맛있음,
닭볶음탕도 너무 자극적인것이 내 입맛이 십년간 이렇게 변한건가 시간이 많이 흐른건가 싶다,
"메뉴는 연한거닭육수,진한거돈고츠스타일",
"좋았던 점은, 코로나 시국에 일말의 주의따윈 내다버린 타 음식점들과 달리 주방분들마저도 철저히 마스크를 착용한다는 점",
정갈한 일본가정식,
개인적으로 한국에 있는 일식집에서 일본어 쓰는것 중국집에서 중국어 쓰는것 별로 좋아 하지 않음,
감칠맛 폭발 꼭시켜야하는 츠케멘,
양많고 저렴하고 좋아요,
가격은 많이 나가지만 평균 1500019000원대 기본에 충실한 일본 가정식을 먹을 수 있는 기회면 충분하지 싶다,
빈대떡은 좀 노력하셔야 할듯요,
추천드립니다 ,
비싼 가격값 함,
삿포로에서 먹었던 그맛이 그대로 느껴져요,
포크2인세트 79000원 맛 별 3개반,
전 마늘 엄청 좋아해요 그래서 파스타에,
함흥냉면과 달리 면이 질기지 않어서 먹기도 편합니다,
직장 동료끼리 갔는데 너무 맛있어용 추천,
오래 운영하시기를 기원합니다,
뭐 여기까지는 좋은데,
강추,
사천탕수육은 맛있었고 마파두부는 완전 별로,
"근처에 있다면 가끔 먹을듯, 싸서",
소곱창전골을 시켰는데 여자 2인이 먹기 딱 좋았어용 건더기가 많고 곱창도 많이들어가 전혀 부족함이 없었고용 배불러서 사리를 추가하진 않았지만 개인적으론 라면사리를 추가해먹는게 더 맛있을것 같은 맛이었어요,
기본은 하는집,
특히 다시마를 소재로 한 츠케멘은 육수도 닭육수를 써서 다른 곳의 츠케멘과 차별화된 맛을 만들어내더군요,
너무 진해서 느끼해요,
샹궈보다 촉촉한 느낌,
특별한 요리를 경험하고 싶다면 이곳을 추천드려요,
그럭저럭 괜찮습니다 김치가 맛있네요,
"예술쪽 일을 하고있기에 인테리어나 분위기에 굉장히 민감한 편인데, 작은 테이블웨어 부터 전체적인 인테리어까지, 멋지고 분위기 좋은 레스토랑 그자체 였습니다",
오늘 재방문 했는데 처음왔을때의 그맛 그대로에요 진짜신선하고 곱창마니아인데 이제껏 경험한 소곱창구이중에서 단연 탑입니다,
천원 추가해서 코코넛워터 들어간 스프로 바꿨는데 부드럽고 맛있어요 물론 칼칼한게 좋아서 다음엔 일반으로 먹을거지만,
가격도 착하고 맛도 좋아서 자주 방문하는 곳이에요,
1가지 맛 2가지 4가지 맛을 고를 수 있다,
진짜 곱이 꽉 차있어요,
홍대 지하철에서 도보 몇 분,
대기 시간은 12시간은 보아야해서 미리 대기 거시고 주변을 돌아보는 것 추천드립니다,
맛집인지는 모르겠다,
다양하고 정갈하게 잘나와서 가족외식하기 좋아요,
다만 베이스가 동치미 블랜딩을 한 것 같이 야채맛과 약간의 시큼함이 있어서 개인적으로는 불호였던 곳,
주방에 붙어있는 바 좌석에서는 혼밥도 가능하다,
처음 홍대에서 시작할 때는 맛있지만 정석적이었다면 지금은 맛있으면서도 새로운 아이디어를 낸 창작 라멘도 많이 선보이고 있습니다,
"물론 개인의 기준에 따라 관점이 다를 수 있으나, 4명 40의 매출에 음료수 하나 서비스가 없었었음",
익힌파도 맛있었다,
가격도 맛도 보통,
신촌점 보다 음식 나오는데 오래 걸리고신촌점 보다 맛이 별로 였어요,
그렇다고 기다릴 정도는 아니고 회전율도 빠르고 음식도 빨리빨리 주시네요,
확실히 초창기보단 임팩트가 많이 떨어진 것 같은 요즘이다,
맛있는,
친절하고 맛은굿,
모듬 먹었는데 해물탕도 나오네요,
이층에서 홍대 거리 바라보다,
서비스도 맛도 별로,
서비스 형편없음,
꼭 미리 가서 기다리세요,
우와 너무 맛있다 정도는 아님,
"예전에 비해 맛이 좀 떨어짐 여전히 맛은 있지만, 주변에 다른 많은 우동집들 퀄리티에 비하기는 아쉬움",
8점 청결도 3,
데려간 모든 손님들이 대만족,
서비스 마인드도 충만하고,
오랜만에 너무 맛있는 우동을 먹었습니다,
", 좋은 음식, 저렴하고 친절한 서비스",
그치만 그렇게 특별한 맛은 아니어서 시즌 한정이라고 조급하게 시켜먹을 필요는 없을 것 같다,
한식 처음 접하는 외국인들한테 좋을 음식 평이 평점이 높은 이유는 잘 모르겠습니다,
"재방문때 간과 목살도 맛을 볼 예정이고, 아울러 셰프가 추천하는 미디엄으로 부탁드릴 것이다",
존맛탱,
면발에 굉장히 공을 들이는 우동집,
육즙이 가득 담긴 만두가 진짜 맛있네요,
가보니 손님 다 여자더만,
화가 난건지 짜증인지 태도가 불편함이 느껴짐,
크기는 크진 않지만 서비스가 아주 좋아요들어올때 부터 계산하고 나갈때까지 꼼꼼하게 챙겨줍니다 음식맛도 나쁘지 않아요 소개팅을 한다면 맛과 분위기로는 좋지만 평수가 넓지 않으니 참고하세요,
임,
면발이 탱탱 맛있네요,
찐만두는 평범해 보이는데도 되게 충실한 맛이 납니다,
24시간 음식점이라는 장점 돼지국밥이라는 부산음식을 파는 식당 그외 편하게 국밥을 먹을수 있는 술한잔 마시기 좋은 술집겸 밥집이다,
해장 말고 배고플 때 가서 먹어야 참맛을 느낄 수 있다,
가격대비 맛있어요,
수비드는 부드럽고 스파이시 파스타는 생각보다 매콤하여 느끼하지 않다,
"한국에서 먹은 꼬치중에는 제일 맛있었고, 그 기대를 안고 간꼬치도 도전했으나 내가 짐",
기본적인 라멘 맛은 훌륭합니다,
직원분한테 처음 왔다고 하니까 되게 친절하게 설명해주시고 소스도 만들어주심,
술마실때 가도 좋고 해장하러 가도 좋고,
도 파는 것 같으니 한번 가서 드셔보세요,
그치만 매우 친절하시고 청결하며 맛있다,
아쉬운 점은 셀프바가 굉장히 비위생적입니다,
"최근에는 영업시간도 11시부터 오후 3시까지 영업하고 공휴일도 쉬고, 가격도 올라서 자주 갈수 없어 아쉽다",
피자 자체는 무난하게 맛있었습니다,
일주일에 두번 왔어요,
무튼 음슴체가 되었는데 음식 너무 맛있었고 재방문 의사 있습니다,
역시 믿고먹는 닭한마리,
"2인테이블이 4개 있고 벽쪽에 좌석이 2,3개 밖에 없어서 여유롭게 먹고 나가기엔 밖에서 기다리시는 분들 눈치가 보인다",
"분짜, 똠양꿍 국수,볶음밥 맛있습니다",
영국 런던에서 서울을 방문하여 홍대에 머물렀다,
순대국밥으로 맛있지요 24시간입니다,
에어컨도 시원하지 않고 선풍기로 냉방을 함,
맛 서비스바는 걍 그랬는데 리치 옥수수 맛있었다 넬 서비스 가성비 좋았다 주차3시간 무료도 좋구 마라 홍탕은 넘매워 못먹겠구 백탕 토마토탕 좋았다 소 맛났구 죽맛없고 팥죽은 심심하니 특이해 괜챦았다 직원들 과하게 친절했다 중국온기분 직원들 중국인이 많다 소스는 걍 칠리 김치 맛없음,
완전 맛있어요 일본 현지와 모토무라보다 맛있는거 같아요,
나의 소울푸드,
편이좋아서 한번 가봤습니다,
그 외에도 딱히 부족하다고 느낀 점이 없다,
"마라맛 엄청 강하지 않아서 샹궈입문에 좋은가게, 가격도 괜찮습니다",
파스타는 전문집에서 먹기로,
맛은 늘 있고,
멋있는,
동파육대박,
직원님들도 너무 친절하시고 술안먹으려했는데,
가게가 좁아서 그런지 돼지냄새랑 식초냄새가 역하게 진동함 제일 문제점이 위생임 이 가게는 제대로 청소를 하긴 하는건가,
깔끔한 퓨전 한식점 반찬 하나하나 정성이 담겨 있고 독특한 맛을 자랑함,
예상못한 맛 가성비 최고 열살만 젊었어도,
정식의 경우 양도 많은편,
"오전9시에 오픈 하는 곳이 드물어서 외쿡친구들이 2쌍정도, 우리만 한국인",
제겐 밸런스가좋아요,
곱창도 맛있고 서비스로 주신 해물탕도 맛있었습니다,
빨리 사라졌으면,
"느끼하진 않았고, 크게 깊은 맛도 아니었으나 죽순 씹는 맛 좋았고 그냥 쉽게 먹기 좋았음",
재방문의사 200,
평범한맛있음,
사장님께서 처음 오시는 분들은 좀 설명해주시면 좋을거 같아요,
다 맛있다,
식당,
고기 너무 너무 맛있어요직원분이 다 구워주셔서 먹기만하면되니 더 좋아요 태울까 그런걱정이 없어요 술국도 진짜 맛나요,
수프 레스토랑이 가득 차서 이것을 시도했습니다,
꽤 맛있다,
왜 인기가 있는지 알 것 같았어요,
맛은 괜찮은데 굵은 면은 제 취향이 아니네요,
스키야키 돈까스소바정식 먹었는데 맛있었어용,
직접 구워주시는 직원 서비스가 좋았습니다,
올때마다 고기질에 감탄합니다,
카덴이고 교다이야고 이 집 앞에선 대가리 박아야한다 매일매일 달라지는 온습도에 대응하는 자가제면 기술로 상당히 퀄리티 좋은 면을 뽑아 제공한다 쇼유우동이 이 집의 일미,
팟타이는 비추고 쌀국수류가 제일 맛있는 것 같다,
타코도 적은 양은 아니에요 양적으신분들은 하나 다 못드실수도,
곤드레밥 맛있게 잘합니다,
직원분들이 정말 친절하셨습니다,
진쨔 너무 맛있었다 곱창이 토실토실,
깔끔하고 괜찮은 일식 가정식,
목로관 일단 개꿀맛이고 데이트코스로 좋습니다,
소세지 꼭 추가하세요 여기도 웨이팅 필수,
색다른 양장피 맛있어요,
아기나 노인과 동반할경우 목요일에 가족할인해주는데 먼저 말하지않으면 안내해주지않습니다,
이 말 듣고 너무 불쾌해서 그냥 빨리 먹고 나왔어요,
저기 안에 검은색으로 보이는 부분은 기름때가 덕지덕지 붙어있어요,
"수비드항정살도 맛있었는데, 이베리코도 역시 맛있었고 와인 마시기 좋은 분위기였다",
"맛있다는 것도 모르겠고, 볶음밥이 그나마 먹을 만 했음",
편한 식사를 하기엔 비추,
정말 맛있게 먹고 갑니다,
맛 있어요,
맛있는 소바야,
짬뽕도 별로지만 찹쌀 탕수육 맛있어요,
마라탕이랑 마라샹궈 두가지 메뉴를 먹었는데요 되게 매콤하고 매운 정도도 45단계로 정할수 있어서 좋아요,
깔끔하게 나옵니다,
특히 구운대파보다 오히려 썰은파의 향이 더 강하게 묻어나와서 우동가게들에서 맛보던 구운대파향을 기대하던 저로썬 가장 아쉬운 부분이었습니다,
피자도 피자지만 스파이스칠리윙스도 맛납니다,
직원분들이 친절했습니다,
만두라는 한 가지 카테고리 만으로 꽤 큰 만족을 얻을 수 있는 곳,
가성비 좋은 체인 식당,
맛있었음 와인이 너무 별로임,
좋아요 좋아 배부르고 먹을거많은 꼬치,
리뷰만 보고 사람이 너무 많으면 어쩌나 걱정하면서 갔는데 내가 첫손님이라 괜히 혼자 무안했던 느낌,
연태가 좀 비싼편이예요,
마시타야 먹으러 홍대 갈듯 마시따,
은행골은 거를 게 없습니다,
그냥 평범한 중화요리집 연남동 근처라 차별함이 없었음 ,
일본 현지에 비교해도 손색 없는 맛,
대신 웨이팅이 있는데 저는 최고 50분까지 기다려봤네요,
그리고 남쪽 요리 아니랄까봐,
프랑스 가정식의 표본 부담스럽지 않은 프렌치를 즐기고 왔다,
일본으로 로열티가 들어가긴 하겠지만 한국분들이 돈을 버시는 일이니 큰 죄책감을 가지지 않고 추억의 스프카레를 먹을 수 있어서 좋았습니다,
"특별함 없음 없음지극히 나의 관점 실내 좁은 테이블, 좁은 공간, 쾌적하지 않음",
친구들 데려가서 100성공한 맛집입니다 ,
특색있는 메뉴들과 신선한 재료,
행렬은 필연적이지만 맛있었습니다,
직원분들도 너무 친절하셔서 기분좋게 먹엇습니다,
만원짜리 정식과 만두를 시켜먹음,
음식맛은 괜찮습니다,
홍대입구,
맛있고 외부와인 가져와서 마실 수 있음,
"저 자리, 앞에서 나오는 그릇을 받다가 뒤로 자빠졌습니다",
닭한마리 가볍게 한잔하기 조은곳,
홍대 최고의 한국식 프라이드 치킨,
"20 , , 15",
오래된 곳이다,
맛은 없지 않았지만 줄 서서 먹고싶지는 않습니다,
진촤 맛있어,
"그리고 튀김이 괜찮긴 했는데, 찍어먹을 간장이나 소금이나 소스가 자리에 구비되어 있었으면 좋겠다",
닭 잡내 좀 나고,
밤 11시 넘어서 갔으니 낮에는 어떤지 모름,
맛을 2개4개 고를수있는게 매력인듯,
개맛없음 튀김옷 안익음,
라멘의 정석,
사람이 많아서 시간 잘 골라 가야 웨이팅 없어요,
친절하고 음식맛도 좋아요,
그러니 매장 손님도 많고 배달량도 많고 그러니까 음식 나오기까지 2030분 정도가 걸리는게 이해가 감,
연어세비체 존맛 매운파스타,
홍대 맛집,
테라스가 있어 날 풀리면 이용하기 좋을듯 해요,
한국 친구가 우리에게 이 식당을 소개했습니다,
연남동에서 만난 쿠시노 주방,
6,
콜키지프리반려견 동반 가능한 식당,
와,
매콤한 것 못 드셔도 전혀 상관 없을 것 같습니다,
주로 세트로 시켜서 곤드레나물밥이랑 김치찌게나 제육쌈으로 드시면 맛납니다,
삿포로에서 맛있게 먹었던 기억을 되짚어 점심식사로 낙점되어 찾아간 식당입니다 스프카레맛은 본토와 흡사하며 레몬을 뿌려먹으면 맛이 더 좋아지더라구요 곁들여진 단호박맛이 좋았습니다 밥이 보통도 적다하시는분들은 큰사이즈로 드세요 일행분이 배가 엄청 불렀다고 하더라구요 코로나시기에 여행다녀온 기분을 내고 싶으신분들은 한 번쯤 방문해도 좋을것 같아요 사진속 메뉴는 닭꼬치카레와 보통밥치즈입니다,
냄새가 정말 토할것같았어요,
좁다,
식초와 겨자 타지 마세요,
지난 번에 곱창에 이어 전골도 먹었습니다,
개인적으로 좋아하는 우동집 근처인 합정쪽에 유명한 우동집들이 몇군데 있지만 전 가미우동을 더 많이 찾게되네요 늘 웨이팅이 있어서 타이밍을 잘 맞추셔야 가장 선호하는 조합은 둘이 가서 붓카케우동 닭튀김 세트와 가마타마우동을 주로 먹습니다 닭튀김은 정말 식감이며 맛이 뛰어나구요 가마타마우동은 면발의 식감이 부드러운듯 쫄깃하고 은은한 쯔유의 짭쪼름함과 계란의 감칠맛의 밸러스가 너무 좋거든요 붓카케야 뭐 쫄깃한 면발의 식감을 잘 느끼실수 있으니 기본으로 주문해야겠죠 맛이 변함없기를 바랄뿐입니다,
진짜 맛있습니다,
직원분들은 친절한 편이나,
간판보고 별로일줄알았는데 맛있었다,
"직원분들도 너무 친절하시고, 요리실력 정말 좋으십니다",
2022년 3월 현재,
면이 살아있고 면추가 되서 굿굿,
약간 플랫 누들 타입도 그렇구요,
오픈 때부터 좋아하던 집인데 정말 오랜만에 방문했어요,
고기질도 가격대비 별로였어요,
건더기도 적고 밑반찬도 없도 카레향도 약하고 인당 만이천만오천원정도는 드는 곳인데 가격 치곤 별로네요,
줄서야 된다면 안먹어도 될거 같아요,
"간, 돈설, 뽈살",
회는 뭐 그냥저냥,
엄청 친절하시고 음식도 맛있어요,
이거 쉽지만 어려운 음식이라,
저는 맘에 들었지만요,
새로운경험,
직원분이 친절하셔서 별하나 더 남겨요,
가격은 만원대로 싸지는 않지만 깔끔하고 맛도 좋아요 닭튀김이 맛나욥,
프랑스 음식은 생소하지만 이번에도 너무 맛있게 먹었습니다,
스프커리에서 토핑에 올인한 맛,
일본의 체인점이 한국으로 들어와 벌써 56년된 일본라멘집,
분위기 좋고 맛도 좋고,
"카레, 밥 무료 추가는 좋은 점",
개인취향으로는 하카타분코가 더 내 스타일 5,
열탄불고기 육즙 대박이에요,
홍대 번화가라 가격대가 일반 동네 식당보단 비싸지만 그만큼의 값어치 맛을 하는 곳입니다,
제가 우동을 좋아하는편이 아니라서,
진짜 여기만 20번 넘게 갔어요,
도저히 먹을수 있는 수준이 아니여서 나갈려고 했더니 오셔서 김치가 묵은지라 그렇다 라고 하시고 새로 준다 하시길래 됐다니까 그냥 가라고 하시네요 도저히 못 먹을 맛 이였습니다,
어린 아이가 먹기에는 매운감이 있지만 어른에게는 딱 좋음,
멋진 사람들과 함께 한 비 오는 밤,
음식은 괜찮음,
그거 말고는 맛있어요 어묵튀김추가해서 꼭 드세요,
"좁은 공간, 긴 웨이팅과 조리 시간을 생각해도 한 번 정도 들릴 가치가 있는 곳이에요",
맛은 확실히 보장하니 한번 가볼 만한 곳,
전통 음식은 좋았지 만 레스토랑 시설은 그렇게 편안하지 않았습니다,
고기 회식 맛집으로 네이버 리뷰가 200개 이상이던데 진짜 저녁에 술 한 잔 하며 간단히 먹기엔 괜찮을 것 같지만 식사할 곳으로는 글쎄요,
0 3,
난 주방을 따라 있는 테이블 중 안쪽에 있는 1인용 테이블 두개 중 남은 한 테이블로 안내되어 앉음,
홍대근처에서 살고 있는 동생 하나가 델구가준 집,
하,
어니언 스프도 훌륭하니 곁들어 드시는 것을 추천합니다,
인테리어 음식다 깔끔,
는 대단했습니다,
이런데는 망하면 안된다 친절하고 맛있고 솔직히 양은 기대안했는데 근처 유명횟집보다 분위기 있고 덜 시끄럽고 좋다 알려주기 싫은데 망하면 안되는 맛집 노량진 갈꺼면 여기가세연 룰루,
이곳을 여러번 다녀왔는데 정말 맛있네요 저는 떡볶이 추천합니다 이렇게 리뷰적으면 육회도 준다 하니 올리세요,
나는 음식을 좋아했다,
소곱창 맛있는집이 흔치않은데 홍대 메인 거리에서 접근성도 좋아서 자주 올게요,
단무지 너무 맛잇어요,
여기 오픈이 2시고 저희가 3시쯤 가서 육회비빔밥도 주문했는데 점심 장사 때 다 팔려서 육회비빔밥이 없다는 남직원분 말씀에 좀 의아하긴 했습니다 고기 맛 자체는 또 갈 곳은 아닌 거 같아요,
"차라리 소금간이 있었으면 소스 없이 먹겠는데, 싱거워서 그냥 먹을 수도 없고 소스 찍어 먹는 것도 싫음",
마케팅은 공격적으로 하는 것 같다,
맛있어서 좋아요 세트메뉴강추,
뿌려 먹는 것을 추천한다,
물도 셀프,
"고기 질이나 숯, 소금 등 전체적인 분위기는 좋았습니다",
친구들과 다녀온 쿠시노주방분위기도 좋고 안주도 가격대비맛있었어요,
한국 바베큐 장소,
"30분 정도 대기, 가치가 있음 친절하고 대창 곱창 염통 신선하고 고소함 서비스 해물탕 시원하고 깔끔 친절은 기본",
매장은 작은 편이나 손님이 많고 맛있습니다,
다른곳은 이맛이 안남,
잘되어 아주 부드럽고 맛있게,
분위기도 괜찮고 맛있어서 좋았지만 고기 굽는 과정에서 기름 튀기는게 살짝 아쉬웠습니다,
직원분한테 말하니까 어디있냐고 여쭤보길래 들춰서 보여드렸습니다 죄송하다고 다시 바꿔주신다고는 했는데 채소라 벌레 나와도 가끔 이해하는데 채소먹는 벌레도 아니고 죽은것도 아니고 새끼손톱만한 거미가 살아서 돌아다니더라고요,
홍대가면 항상가는,
놀랍고 신선하며 화려한,
20대에겐 조금 부담스러운 가격대,
파는 조금,
차슈나 달걀 모두 먹어본 라멘중 단연 최고입니다,
"음 평타,,,간장새우라지만 많이 짜네유,,,",
"처음 왔을 땐 밥이 좀 질다 생각했는데, 쌀이 좋아 찰진 듯",
대파김치도 환상,
기다려서 들어가니까 자리 널널,
평범함,
주변 둘러보니 전부 혼자 혹은 둘이 와서 국밥 먹는데 의 파리락앤썸이 심각하게 큰 볼륨으로 나오더라,
자가제면의 모밀소바는 무난합니다,
쌍화탕맛 나는 블루베리잼,
10시에 제한이 걸려 대표적인 메뉴를 먹진 못했지만 파스타 마져도 그리고 하몽마져도 성공적이었다,
맛이 세지 않아 베트남 음식 초보자에게도 적격,
좋은 재료맛이 매운맛에 가려져서 아쉽습니다,
매운거 좋아하시는 분 강추,
"좌석에 비치된 기본 반찬은 작게 썰린 깍두기와 보리차, 양념은 후추그라인더다만 상태가 안좋아 잘 안갈립니다",
알바분 수준으로 일잘하는게 인상적,
보통 다른 샐러드 가게같은 경우 샐러드 드레싱을 따로 주시는데 여기는 처음부터 섞어서 나오네요,
너무 관리가 깨긋하게 되지않는 점이 아쉬웠다 손님드링 너무 많소 케어하는직원은 적다보니 위생적인 부분이 다소 아쉽다 재료준비나,
두번은 안갈 것 같다,
돈꼬치는 말,
닭가슴살이 맞나 싶을정도로 진짜 맛있음 부드럽고 퍽퍽함은 하나도 없음,
사워크림을 곁들인 감자튀김도 나왔습니다,
콜키지만 조금 더 가격을 내려주시면 백점,
주택을 개조해서 분위기는 좋습니다,
합리적이지않은 식당,
가성비가 넘 좋습니다 9500원 돈수백정식 시키면 반찬도 맛깔 스러우며 6까지나 나오고 돈렁탕도 넘 단백하며 구수 합니다 강추,
신선해요,
맛은 그냥 그럼,
중국브랜드가 한국에옴 친절하고 좋음 가격도 적당 인당 18000원 이면 굳,
가지정식과 타나카 정식을 매번 고르는것 같아요,
괜찮습니다,
죽까지 완벽하게 맛있습니다 하지만 주인 아주머니가 필요 이상으로 간섭합니다 눈치 줘서 불편하게 만드는데 고수십니다 백종원 선생님 솔루션 필요해보임,
정말 양도 푸짐하고 분위기도 좋고 맛은 당연히 좋고 최고였습니다,
닭 육수를 베이스로 만든 라멘,
공기밥은,
마라탕 존맛탱,
다른 분들도 불친절을 많이 이야기하는데,
"제 앞에 대기 6명, 뒤에 10명 이상 있었지만 가게에 들어가는 분은 한 명도 없었습니다만 운영자가 손님을 대하는 기본 마인드가 많이 부족한 곳입니다",
우연히 들렀는데 먹어본 닭한마리중에 최고였어요,
꿀맛,
사람마다 맛이 호불호가 있을듯,
서빙되서 깜짝 놀랐어요,
그냥 인스타용 깊이는 없지만 깔끔해요,
그렇게 저는 오늘 그릇깨기 전과 1범이 되었습니다,
훠궈를 먹었는데 우삼겹이랑 닭다리살 넣어먹으면 맛있음,
웨이팅하고 먹을 가치는 있음,
한번쯤 가볼만한 곳,
직원들도 매우 친절합니다,
후추나 시치미 등에 한글로 표시되어 있는 배려가 좋았습니다,
덧붙일 말이 필요없는 라멘 맛집,
가격대비 너무 맛있고 좋은곳 재방문 의사 가득,
기본으로 나오는 해물육수도 너무 시원하고 곱도 많이 들어있어서 엄청 고소하고 맛있습니다 직원분들도 엄청 친절해서 또 오고 싶어요,
맛있었는데 전 마라탕이랑 안 맞나봐요 먹을수록 배를 찌르는듯이 아파서 맛잇어서 다 먹긴했는데 배가 아프네요,
"다른 얘기지만, 11시 30분경 거의 첫번째로 들어가서 주문을 했는데 음식이 나오기까지 거의 30분이 걸린 것이 인상적이였음",
오랜만에 온 황곱이에요 여전히 맛있습니다 반찬으로 나오는 해물조개탕도 맛있어요 직원분들도 친절하고 서비스 좋습니다,
너네 짐 많으니까 3명씩 세테이블에 나눠앉으라고 요구 3,
학교 다니며 피곤할 때마다 가서 원기보충하고 오던 곳,
"물론 웨이팅 길고 자리도 많지 않아 나쁜 평이 있을 수 있지만, 이런 가격과 맛이라면 웨이팅은 개인의 판단에 맡기고 웨이팅과 별개로 인정이 가능합니다",
돈마호크는 2인분에 한덩이 나옵니다,
친절하심 맛있는데 닭양이 쫌 아쉽네요,
예쁘고 맛도있어요 가격은 좀 비싸네요,
하우스 와인과 함께먹으면 더 좋아요,
"고기도 고긴데, 매운탕 국물까지도 짱짱",
굽는 강도에 따라 맛의 미묘함,
정말 맛있게 반주까지 하고 왔어,
"돈마호크 2인분, 갈매기살 1인분, 꽃목살 1인분, 우대갈비양념 2인분",
꿔바로우도 후식으로 너무 맛있습니다,
무엇보다 종업원 분들이 무척이나 친절하십니다,
첫방문,
"맥스 생맥한잔, 타코알파스롤 하나",
처음 생겼을 땐,
맵게 해도 안매움 맛있음,
하지만 온다면 마라를 꼭 먹어보길 1단계는 신라면단계로 2단계부터 가끔 들쭉날쭉하지만 시작한다면 1단계를 추천한다,
츠케멘 면은 보통 많이 질기다고 생각하는데 여긴 다른대 보단 면굵기도 조금 얇은편이고 부드러웠다,
원래 국가대표 배드민턴 출신이어서 수타의 압과 창의력이 타의 추종을 불허합니다,
츄리닝으로 시작하는 첫 만남,
작은사이즈로 시켰는데도 양이 많았어요,
개인적으로 저는 만족 합니다,
점심 약속 장소로 괜찮음,
웨이팅도 얼마 안 있었고 퀄리티 있어요 그리고 국물 서비스 최고입니다,
짜장면이 좀 달긴 했지만 수타면이라 면발 자체는 좋았습니다,
홍대서교점이 제일 맛있는 것 같아요,
"취향에 따라 다르겠지만 밥 종류보다는 파스타 쪽을 먹는 것 추천 매운 아마트리치아나, 쉬림프 로제 파스타, 페스카토레",
강추구요 자리가 약간 좁긴한데 나름 아기자기하고 좋아요,
"7,500원 먹을만 했습니다",
기대와는 조금 달랐지만 괜찮은 식당입니다,
가성비도 준수하다,
연남동 최고의 중국음식 맛집입니다,
다만 웨이팅이 길어도 너무 길어서 문제가 있습니다,
김치가 맛없고 반찬도 초라하다,
음식이 맛있고 직원들이 친절해요,
모두들 방문해 보세요,
김치도 신의 한 수,
들어보고는 싶지만 가격대가 부담스러워서 가기가 쉽지 않을 것 같네요,
양념이 엄청 맛있지는 않지만 괜찮은 수준이었음,
양도 무지 많고 가격도 괜찮구요,
우연히 근처에 방문하고 쭈꾸미가 너무 먹고싶어도 이 여성분 계시면 안갈것같네요,
단맛을 워낙에 안즐기는편이라 그럴수도있다,
장사 참 편하게 한다고 생각했음,
출발 전에 주차가 가능한지 문의를 하려고 전활하니 전활 받으신 사장님은 빌딩 지하에 주차가 가능하다면서 주차권에 스탬프를 찍어드리면 30분 무로주차가 가능하다고 얘길해주시는데 말투에서 이런 서비스 업종에 오랫동안 몸 담고 계셔서 몸에 밴듯한 상냥함이 말투에서 묻어나서 꼭 방문해봐야겠다고 생각하고 차를 갖고 출발함,
마라는 보통 한국인이시면 덜매운거로 하셔야될거같고요,
일단 자주 말이 나온 부분이라 그런지 응대는 친절한 편이었다,
"잡내 그런거 없구요,맛 있습니다",
다만 평점을 낮춘 요인은 대기 시간에 대한 안내,
김치너무시고 반찬은최악 서빙기대마시라,
인기 가게이므로 1 번은 들러 봐주세요,
직원들은 정말 환영하고 초대하여 경험을 훌륭하게 만들었습니다,
다음엔 스프 먹으러 방문하고 싶네요,
우리입맛에는 그닷 그러네요 직원늘은 엄청 친절해이,
매장도 넓고 친절해요 7분 돼지김치 맛있으니까 꼭 드셔보세용,
이해불가,
그리고 밥과 국도 리필이 가능하니 더더욱 좋다,
사장님이 친절하세요,
맛은 있는데 좀 짜요,
